stock_code,stock_name,industry_code,peer_stock_codes,peer_stock_names,business_tags,sector,industry,business_model,source
000020,동화약품,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000040,KR모터스,273,005380|000270|003620|381970|001390|151860,현대차|기아|KG모빌리티|케이카|KG케미칼|KG에코솔루션,automotive|software platform|chemicals,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
000050,경방,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000070,삼양홀딩스,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000080,하이트진로,309,005300|033920|000140|018120|004650|043650,롯데칠성|무학|하이트진로홀딩스|진로발효|창해에탄올|국순당,food and beverage|holding company,Consumer Staples,Food and Beverage,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000100,유한양행,261,207940|068270|0126Z0|326030|141080|000250,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|리가켐바이오|삼천당제약,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000120,CJ대한통운,326,086280|002320|004360|000700|009070|004140,현대글로비스|한진|세방|유수홀딩스|KCTC|동방,logistics|holding company,Industrials,Logistics and Transportation,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000140,하이트진로홀딩스,309,000080|005300|033920|018120|004650|043650,하이트진로|롯데칠성|무학|진로발효|창해에탄올|국순당,food and beverage|holding company,Consumer Staples,Food and Beverage,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000150,두산,276,028260|003550|000880|001040|004800|005440,삼성물산|LG|한화|CJ|효성|현대지에프홀딩스,industrial machinery|holding company,Industrials,Machinery and Industrial Equipment,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000180,성창기업지주,318,078130|034810|213500|027970|009580|001020,국일제지|해성산업|한솔제지|한국제지|무림P&P|페이퍼코리아,industrial machinery|holding company|materials,Industrials,Machinery and Industrial Equipment,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
0001A0,덕양에너젠,313,034730|096770|010950|078930|006120|128820,SK|SK이노베이션|S-Oil|GS|SK디스커버리|대성산업,energy|industrial machinery,Energy,Energy Infrastructure,Industrial machinery and equipment manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
000210,DL,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000220,유유제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000230,일동홀딩스,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000240,한국앤컴퍼니,270,012330|161390|018880|005850|204320|007340,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|DN오토모티브,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
000250,삼천당제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000270,기아,273,005380|003620|381970|001390|151860|900140,현대차|KG모빌리티|케이카|KG케미칼|KG에코솔루션|엘브이엠씨홀딩스,automotive|software platform|chemicals|holding company,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
000300,DH오토넥스,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
000320,노루홀딩스,289,002380|300720|038500|003300|344820|002030,KCC|한일시멘트|삼표시멘트|한일홀딩스|KCC글라스|아세아,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000370,한화손해보험,315,000810|005830|001450|031210|003690|000400,삼성화재|DB손해보험|현대해상|서울보증보험|코리안리|롯데손해보험,insurance,Financials,Insurance,Insurance underwriting and financial services,NAVER_STOCK_INDUSTRY_COMPARE
000390,SP삼화,289,002380|300720|038500|003300|344820|002030,KCC|한일시멘트|삼표시멘트|한일홀딩스|KCC글라스|아세아,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000400,롯데손해보험,315,000810|005830|001450|031210|003690|000370,삼성화재|DB손해보험|현대해상|서울보증보험|코리안리|한화손해보험,insurance,Financials,Insurance,Insurance underwriting and financial services,NAVER_STOCK_INDUSTRY_COMPARE
000430,대원강업,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
000440,중앙에너비스,313,034730|096770|010950|078930|006120|0001A0,SK|SK이노베이션|S-Oil|GS|SK디스커버리|덕양에너젠,energy,Energy,Energy Infrastructure,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
000480,시알홀딩스,322,010130|103140|295310|006110|005810|058430,고려아연|풍산|에이치브이엠|삼아알미늄|풍산홀딩스|포스코스틸리온,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000490,대동,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
0004V0,엔비알모션,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,automotive|construction|industrial machinery,Consumer Discretionary,Automobiles,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
0004Y0,디비금융제14호스팩,277,100790|027360|041190|026890|241520|293580,미래에셋벤처투자|아주IB투자|우리기술투자|스틱인베스트먼트|DSC인베스트먼트|나우IB,financials|holding company,Financials,Financial Services,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000500,가온전선,306,010120|267260|298040|006260|062040|001440,LS ELECTRIC|HD현대일렉트릭|효성중공업|LS|산일전기|대한전선,electrical equipment|industrial machinery,Industrials,Electrical Equipment,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
000520,삼일제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000540,흥국화재,315,000810|005830|001450|031210|003690|000370,삼성화재|DB손해보험|현대해상|서울보증보험|코리안리|한화손해보험,insurance,Financials,Insurance,Insurance underwriting and financial services,NAVER_STOCK_INDUSTRY_COMPARE
000590,CS홀딩스,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000640,동아쏘시오홀딩스,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000650,천일고속,329,089860|403550|045390|095570|038390|024800,롯데렌탈|쏘카|대아티아이|AJ네트웍스|레드캡투어|유성티엔에스,logistics,Industrials,Logistics and Transportation,"Logistics, shipping, and transportation services",NAVER_STOCK_INDUSTRY_COMPARE
000660,SK하이닉스,278,005930|402340|042700|036930|007660|240810,삼성전자|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스|원익IPS,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
000670,영풍,292,204270|025320|290550|097520|192650|049070,제이앤티씨|시노펙스|디케이티|엠씨넥스|드림텍|인탑스,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
000680,LS네트웍스,321,006800|138040|071050|005940|016360|039490,미래에셋증권|메리츠금융지주|한국금융지주|NH투자증권|삼성증권|키움증권,banking|financials|real estate|holding company,Financials,Banks,"Banking, spread income, fees, and capital-market services",NAVER_STOCK_INDUSTRY_COMPARE
000700,유수홀딩스,326,086280|000120|002320|004360|009070|004140,현대글로비스|CJ대한통운|한진|세방|KCTC|동방,logistics|holding company,Industrials,Logistics and Transportation,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000720,현대건설,279,028050|047040|375500|006360|097230|060370,삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업|LS마린솔루션,software platform|construction|industrial machinery,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
000760,이화산업,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,industrial machinery|chemicals|holding company,Industrials,Machinery and Industrial Equipment,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
0007C0,아크릴,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
0007J0,인벤테라,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000810,삼성화재해상보험,315,005830|001450|031210|003690|000370|000400,DB손해보험|현대해상|서울보증보험|코리안리|한화손해보험|롯데손해보험,insurance,Financials,Insurance,Insurance underwriting and financial services,NAVER_STOCK_INDUSTRY_COMPARE
000850,화천기공,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
000860,강남제비스코,289,002380|300720|038500|003300|344820|002030,KCC|한일시멘트|삼표시멘트|한일홀딩스|KCC글라스|아세아,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000880,한화,276,028260|000150|003550|001040|004800|005440,삼성물산|두산|LG|CJ|효성|현대지에프홀딩스,industrial machinery|holding company,Industrials,Machinery and Industrial Equipment,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000890,보해양조,309,000080|005300|033920|000140|018120|004650,하이트진로|롯데칠성|무학|하이트진로홀딩스|진로발효|창해에탄올,food and beverage|holding company,Consumer Staples,Food and Beverage,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
0008Z0,에스엔시스,291,329180|042660|009540|010140|267250|443060,HD현대중공업|한화오션|HD한국조선해양|삼성중공업|HD현대|HD현대마린솔루션,software platform|industrial machinery|shipbuilding,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
000910,유니온,289,002380|300720|038500|003300|344820|002030,KCC|한일시멘트|삼표시멘트|한일홀딩스|KCC글라스|아세아,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000950,전방,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000970,한국주철관공업,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|industrial machinery|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
000990,DB하이텍,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
0009K0,에임드바이오,286,196170|950160|298380|087010|347850|145020,알테오젠|코오롱티슈진|에이비엘바이오|펩트론|디앤디파마텍|휴젤,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
001000,신라섬유,280,395400|330590|451800|365550|293940|094800,SK리츠|롯데리츠|한화리츠|ESR켄달스퀘어리츠|신한알파리츠|맵스리얼티,real estate|consumer brands,Real Estate,Real Estate,Branded consumer products and distribution,NAVER_STOCK_INDUSTRY_COMPARE
001020,페이퍼코리아,318,078130|034810|213500|027970|009580|000180,국일제지|해성산업|한솔제지|한국제지|무림P&P|성창기업지주,industrial machinery|holding company|materials,Industrials,Machinery and Industrial Equipment,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001040,CJ,276,028260|000150|003550|000880|004800|005440,삼성물산|두산|LG|한화|효성|현대지에프홀딩스,industrial machinery|holding company,Industrials,Machinery and Industrial Equipment,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001060,JW중외제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001070,대한방직,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001080,만호제강,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
0010F0,보원케미칼,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
0010V0,제이피아이헬스케어,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
001120,LX인터내셔널,334,047050|298020|383800|011760|001250|011810,포스코인터내셔널|효성티앤씨|LX홀딩스|현대코퍼레이션|GS글로벌|STX,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001130,대한제분,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
0011A0,액스비스,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
0011T0,채비,283,373220|006400|247540|066970|450080|043260,LG에너지솔루션|삼성SDI|에코프로비엠|엘앤에프|에코프로머티|성호전자,semiconductors|battery|energy|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
001200,유진증권,321,006800|138040|071050|005940|016360|039490,미래에셋증권|메리츠금융지주|한국금융지주|NH투자증권|삼성증권|키움증권,banking|financials|real estate|holding company,Financials,Banks,"Banking, spread income, fees, and capital-market services",NAVER_STOCK_INDUSTRY_COMPARE
001210,금호전기,269,213420|108320|046890|171090|272290|265520,덕산네오룩스|LX세미콘|서울반도체|선익시스템|이녹스첨단소재|AP시스템,semiconductors|electrical equipment|materials|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
001230,동국홀딩스,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001250,GS글로벌,334,047050|001120|298020|383800|011760|011810,포스코인터내셔널|LX인터내셔널|효성티앤씨|LX홀딩스|현대코퍼레이션|STX,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001260,남광토건,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
001270,부국증권,321,006800|138040|071050|005940|016360|039490,미래에셋증권|메리츠금융지주|한국금융지주|NH투자증권|삼성증권|키움증권,banking|financials|real estate|holding company,Financials,Banks,"Banking, spread income, fees, and capital-market services",NAVER_STOCK_INDUSTRY_COMPARE
001290,상상인증권,321,006800|138040|071050|005940|016360|039490,미래에셋증권|메리츠금융지주|한국금융지주|NH투자증권|삼성증권|키움증권,banking|financials|real estate|holding company,Financials,Banks,"Banking, spread income, fees, and capital-market services",NAVER_STOCK_INDUSTRY_COMPARE
001340,PKC,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001360,삼성제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001380,SG글로벌,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
001390,KG케미칼,273,005380|000270|003620|381970|151860|900140,현대차|기아|KG모빌리티|케이카|KG에코솔루션|엘브이엠씨홀딩스,automotive|software platform|chemicals|holding company,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
0013V0,삼진식품,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
001420,태원물산,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
001430,세아베스틸지주,304,005490|004020|016380|009520|002240|058650,POSCO홀딩스|현대제철|KG스틸|포스코엠텍|고려제강|세아홀딩스,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001440,대한전선,306,010120|267260|298040|006260|062040|000500,LS ELECTRIC|HD현대일렉트릭|효성중공업|LS|산일전기|가온전선,electrical equipment|industrial machinery,Industrials,Electrical Equipment,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
001450,현대해상,315,000810|005830|031210|003690|000370|000400,삼성화재|DB손해보험|서울보증보험|코리안리|한화손해보험|롯데손해보험,insurance,Financials,Insurance,Insurance underwriting and financial services,NAVER_STOCK_INDUSTRY_COMPARE
001460,BYC,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001470,삼부토건,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
001500,현대차증권,321,006800|138040|071050|005940|016360|039490,미래에셋증권|메리츠금융지주|한국금융지주|NH투자증권|삼성증권|키움증권,banking|financials|real estate|holding company,Financials,Banks,"Banking, spread income, fees, and capital-market services",NAVER_STOCK_INDUSTRY_COMPARE
001510,SK증권,321,006800|138040|071050|005940|016360|039490,미래에셋증권|메리츠금융지주|한국금융지주|NH투자증권|삼성증권|키움증권,banking|financials|real estate|holding company,Financials,Banks,"Banking, spread income, fees, and capital-market services",NAVER_STOCK_INDUSTRY_COMPARE
001520,동양,289,002380|300720|038500|003300|344820|002030,KCC|한일시멘트|삼표시멘트|한일홀딩스|KCC글라스|아세아,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001530,디아이동일,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001540,안국약품,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001550,조비,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001560,제일연마,322,010130|103140|295310|006110|005810|058430,고려아연|풍산|에이치브이엠|삼아알미늄|풍산홀딩스|포스코스틸리온,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001570,금양,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
0015G0,그린광학,284,012450|064350|079550|047810|272210|032820,한화에어로스페이스|현대로템|LIG디펜스앤에어로스페이스|한국항공우주|한화시스템|우리기술,software platform|aerospace,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
0015N0,아로마티카,266,278470|090430|051900|483650|161890|192820,에이피알|아모레퍼시픽|LG생활건강|달바글로벌|한국콜마|코스맥스,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
0015S0,페스카로,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
001620,케이비아이동국실업,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
001630,종근당홀딩스,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001680,대상,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
001720,신영증권,321,006800|138040|071050|005940|016360|039490,미래에셋증권|메리츠금융지주|한국금융지주|NH투자증권|삼성증권|키움증권,banking|financials|real estate|holding company,Financials,Banks,"Banking, spread income, fees, and capital-market services",NAVER_STOCK_INDUSTRY_COMPARE
001740,SK네트웍스,276,028260|000150|003550|000880|001040|004800,삼성물산|두산|LG|한화|CJ|효성,industrial machinery,Industrials,Machinery and Industrial Equipment,Industrial machinery and equipment manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
001750,한양증권,321,006800|138040|071050|005940|016360|039490,미래에셋증권|메리츠금융지주|한국금융지주|NH투자증권|삼성증권|키움증권,banking|financials|real estate|holding company,Financials,Banks,"Banking, spread income, fees, and capital-market services",NAVER_STOCK_INDUSTRY_COMPARE
001770,SHD,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001780,알루코,322,010130|103140|295310|006110|005810|058430,고려아연|풍산|에이치브이엠|삼아알미늄|풍산홀딩스|포스코스틸리온,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001790,대한제당,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
001800,오리온홀딩스,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage|holding company,Consumer Staples,Food and Beverage,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
001810,무림SP,318,078130|034810|213500|027970|009580|001020,국일제지|해성산업|한솔제지|한국제지|무림P&P|페이퍼코리아,industrial machinery|materials,Industrials,Machinery and Industrial Equipment,Industrial machinery and equipment manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
001820,삼화콘덴서공업,283,373220|006400|247540|066970|450080|043260,LG에너지솔루션|삼성SDI|에코프로비엠|엘앤에프|에코프로머티|성호전자,semiconductors|battery|energy|software platform|industrial machinery,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
001840,이화공영,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
